"UserID","CurrentQue","CurrentRes","NextQue","NextRes"
64525,51424,1,51435,1
64525,51435,1,92320,1
64525,92320,1,92335,1
64525,92335,1,92327,1
64525,92327,1,93432,0
64525,93432,0,93447,1
64525,93447,1,93448,1
64525,93448,1,93429,1
64525,93429,1,57689,0
64525,57689,0,58584,1
64525,58584,1,57698,1
64525,57698,1,58542,1
64525,58542,1,47117,1
64525,47117,1,47090,1
64525,47090,1,51374,1
64525,51374,1,51378,1
64525,51378,1,93106,1
64525,93106,1,66773,1
64525,66773,1,56178,1
64525,56178,1,56222,1
64525,56222,1,56681,1
64525,56681,1,48811,1
64525,48811,1,58021,1
64525,58021,1,58134,1
64525,58134,1,93555,1
64525,93555,1,48877,1
64525,48877,1,49048,1
64525,49048,1,56874,1
64525,56874,1,56865,1
64525,56865,1,57129,1
64525,57129,1,57123,1
64525,57123,1,48569,1
64525,48569,1,58427,1
64525,58427,1,58372,1
64525,58372,1,56955,1
64525,56955,1,56967,1
64525,56967,1,93197,1
64525,93197,1,57476,1
64525,57476,1,57629,1
64525,57629,1,57548,1
64525,57548,1,57467,1
64525,57467,1,46899,1
64525,46899,1,46920,1
64525,46920,1,46827,0
64525,46827,0,46872,0
64525,46872,0,46794,1
64525,46794,1,46854,1
64525,46854,1,46800,1
64525,46800,1,48877,1
64525,48877,1,49048,1
64525,49048,1,58134,1
64525,58134,1,51424,1
64525,51424,1,51435,1
64525,51435,1,91104,1
64525,91104,1,56874,1
64525,56874,1,56865,1
64525,56865,1,57129,1
64525,57129,1,57123,1
64525,57123,1,58021,1
64525,58021,1,92462,1
64525,92462,1,56955,1
64525,56955,1,56967,1
64525,56967,1,93555,1
64525,93555,1,93647,1
64525,93647,1,73515,0
64525,73515,0,73531,1
64525,73531,1,73527,1
64525,73527,1,73499,0
64525,73499,0,73567,1
64525,73567,1,74358,1
64525,74358,1,74322,1
64525,74322,1,74428,1
64525,74428,1,73655,1
64525,73655,1,93788,0
64525,93788,0,93728,1
64525,93728,1,93765,1
64525,93765,1,93780,1
64525,93780,1,74564,1
64525,74564,1,74572,1
64525,74572,1,73515,0
64525,73515,0,73531,1
64525,73531,1,73527,1
64525,73527,1,73499,0
64525,73499,0,73567,1
64525,73567,1,74358,1
64525,74358,1,74322,1
64525,74322,1,74428,1
64525,74428,1,73655,1
64525,73655,1,74404,1
64525,74404,1,73385,1
64525,73385,1,73393,1
64525,73393,1,74001,1
64525,74001,1,74017,1
64525,74017,1,58427,1
64525,58427,1,58372,1
64525,58372,1,74793,1
64525,74793,1,89175,1
64525,89175,1,74793,1
64525,74793,1,71776,1
64525,71776,1,88963,1
64525,88963,1,71777,1
64525,71777,1,71677,1
64525,71677,1,79115,0
64525,79115,0,79140,1
64525,79140,1,79177,0
64525,79177,0,79148,1
64525,79148,1,79181,0
64525,79181,0,79104,0
64525,79104,0,79141,1
64525,79141,1,79207,0
64525,79207,0,79232,1
64525,79232,1,79243,0
64525,79243,0,79237,1
64525,79237,1,79203,0
64525,79203,0,79244,1
64525,79244,1,79374,1
64525,79374,1,79560,1
64525,79560,1,79842,1
64525,79842,1,81169,1
64525,81169,1,80047,0
64525,80047,0,80042,1
64525,80042,1,80044,0
64525,80044,0,80018,0
64525,80018,0,80015,1
64525,80015,1,81204,1
64525,81204,1,80070,1
64525,80070,1,80196,1
64525,80196,1,80200,1
64525,80200,1,75033,1
64525,75033,1,80283,0
64525,80283,0,80291,1
64525,80291,1,80280,1
64525,80280,1,80301,1
64525,80301,1,79159,1
64525,79159,1,79240,1
64525,79240,1,75281,1
64525,75281,1,87777,1
64525,87777,1,87677,1
64525,87677,1,72951,0
64525,72951,0,73186,1
64525,73186,1,73256,1
64525,73256,1,73196,1
64525,73196,1,71743,0
64525,71743,0,71735,0
64525,71735,0,71741,1
64525,71741,1,71746,1
64525,71746,1,71737,0
64525,71737,0,71745,1
64525,71745,1,93432,0
64525,93432,0,93447,1
64525,93447,1,93448,1
64525,93448,1,93429,1
64525,93429,1,58584,1
64525,58584,1,58542,1
64525,58542,1,75689,1
64525,75689,1,89360,1
64525,89360,1,89472,1
64525,89472,1,75602,1
64525,75602,1,75502,1
64525,75502,1,91256,1
64525,91256,1,86485,0
64525,86485,0,86490,1
64525,86490,1,94999,1
64525,94999,1,86497,1
64525,86497,1,86559,1
64525,86559,1,86468,1
64525,86468,1,71743,0
64525,71743,0,71735,0
64525,71735,0,71741,1
64525,71741,1,71746,1
64525,71746,1,71737,0
64525,71737,0,71539,1
64525,71539,1,72644,1
64525,72644,1,71809,0
64525,71809,0,71800,1
64525,71800,1,71815,1
64525,71815,1,71799,1
64525,71799,1,71412,1
64525,71412,1,71163,1
64525,71163,1,71745,1
64525,71745,1,84951,1
64525,84951,1,84724,0
64525,84724,0,84938,1
64525,84938,1,84974,1
64525,84974,1,84788,1
64525,84788,1,85826,1
64525,85826,1,86054,1
64525,86054,1,61100,1
64525,61100,1,84838,1
64525,84838,1,84722,1
64525,84722,1,84930,1
64525,84930,1,85849,1
64525,85849,1,85934,1
64525,85934,1,61101,0
64525,61101,0,61095,1
64525,61095,1,61099,1
64525,61099,1,61098,1
64525,61098,1,93432,0
64525,93432,0,93447,1
64525,93447,1,93448,1
64525,93448,1,93429,1
64525,93429,1,57689,0
64525,57689,0,58584,1
64525,58584,1,57698,1
64525,57698,1,58542,1
64525,58542,1,53008,1
64525,53008,1,85714,1
64525,85714,1,66079,1
64525,66079,1,52813,1
64525,52813,1,66545,1
64525,66545,1,85707,1
64525,85707,1,62598,1
64525,62598,1,53017,1
64525,53017,1,66543,1
64525,66543,1,66079,1
64525,66079,1,97836,1
64525,97836,1,97884,1
64525,97884,1,97788,1
64525,97788,1,97828,1
64525,97828,1,97824,1
64525,97824,1,66187,1
64525,66187,1,62598,1
64525,62598,1,97864,1
64525,97864,1,97868,1
64525,97868,1,97896,1
64525,97896,1,97828,1
64525,97828,1,97912,1
64525,97912,1,65681,1
64525,65681,1,53317,1
64525,53317,1,53327,1
64525,53327,1,66699,1
64525,66699,1,78930,1
64525,78930,1,78902,1
64525,78902,1,79063,0
64525,79063,0,79056,0
64525,79056,0,78866,1
64525,78866,1,79004,1
64525,79004,1,79072,0
64525,79072,0,78863,1
64525,78863,1,79042,0
64525,79042,0,79040,0
64525,79040,0,79039,1
64525,79039,1,79031,1
64525,79031,1,78884,1
64525,78884,1,78881,1
64525,78881,1,79022,1
64525,79022,1,53304,1
64525,53304,1,66609,1
64525,66609,1,79072,1
64525,79072,1,78969,0
64525,78969,0,78943,0
64525,78943,0,78947,1
64525,78947,1,79004,1
64525,79004,1,79013,1
64525,79013,1,79066,0
64525,79066,0,78863,1
64525,78863,1,78974,0
64525,78974,0,79008,1
64525,79008,1,78866,1
64525,78866,1,78859,1
64525,78859,1,79032,1
64525,79032,1,79065,0
64525,79065,0,79012,1
64525,79012,1,78988,1
64525,78988,1,79015,1
64525,79015,1,78903,1
64525,78903,1,79003,1
64525,79003,1,78930,1
64525,78930,1,78902,1
64525,78902,1,79063,0
64525,79063,0,79056,0
64525,79056,0,78866,1
64525,78866,1,79004,1
64525,79004,1,79072,0
64525,79072,0,78863,1
64525,78863,1,79042,0
64525,79042,0,79040,0
64525,79040,0,79039,1
64525,79039,1,79031,1
64525,79031,1,78884,1
64525,78884,1,78881,1
64525,78881,1,79022,1
64525,79022,1,79072,1
64525,79072,1,78969,0
64525,78969,0,78943,0
64525,78943,0,78947,1
64525,78947,1,79004,1
64525,79004,1,79013,1
64525,79013,1,79066,0
64525,79066,0,78863,1
64525,78863,1,78974,0
64525,78974,0,79008,1
64525,79008,1,78866,1
64525,78866,1,78859,1
64525,78859,1,79032,1
64525,79032,1,79065,0
64525,79065,0,79012,1
64525,79012,1,78988,1
64525,78988,1,79015,1
64525,79015,1,78903,1
64525,78903,1,79003,1
64525,79003,1,60011,1
64525,60011,1,88430,1
64525,88430,1,88493,1
64525,88493,1,49276,1
64525,49276,1,84817,1
64525,84817,1,53609,1
64525,53609,1,49286,1
64525,49286,1,49270,1
64525,49270,1,49290,1
64525,49290,1,49265,1
64525,49265,1,49278,1
64525,49278,1,85366,1
64525,85366,1,53553,1
64525,53553,1,49274,1
64525,49274,1,49264,1
64525,49264,1,49261,1
64525,49261,1,49286,1
64525,49286,1,49281,1
64525,49281,1,48569,1
64525,48569,1,87045,1
64525,87045,1,87128,1
64525,87128,1,80514,1
64525,80514,1,80406,1
64525,80406,1,80628,1
64525,80628,1,80640,0
64525,80640,0,80340,1
64525,80340,1,80568,1
