"UserID","CurrentQue","CurrentRes","NextQue","NextRes"
81225,86150,1,86148,1
81225,86148,1,86895,0
81225,86895,0,86774,1
81225,86774,1,86793,1
81225,86793,1,86790,0
81225,86790,0,86849,0
81225,86849,0,86854,1
81225,86854,1,86797,0
81225,86797,0,86802,1
81225,86802,1,54059,1
81225,54059,1,86531,1
84883,86161,0,86146,0
84883,86146,0,86147,1
84883,86147,1,86159,0
84883,86159,0,86141,1
84883,86141,1,86145,1
84883,86145,1,86156,1
84883,86156,1,86802,0
84883,86802,0,86799,1
84883,86799,1,86801,1
84883,86801,1,86774,0
84883,86774,0,86846,0
84883,86846,0,86854,0
84883,86854,0,86904,1
84883,86904,1,53995,0
84883,53995,0,54091,0
84883,54091,0,54023,0
84883,54023,0,54003,0
84883,54003,0,54075,1
84883,54075,1,53991,1
84883,53991,1,54011,0
84883,54011,0,54099,1
84883,54099,1,54063,0
84883,54063,0,54047,0
84883,54047,0,54031,0
84883,54031,0,54079,1
84883,54079,1,86546,0
84883,86546,0,86528,1
84883,86528,1,86552,1
84883,86552,1,86348,1
84883,86348,1,53996,0
84883,53996,0,53997,0
84883,53997,0,53998,0
84883,53998,0,54092,1
84883,54092,1,54093,1
84883,54093,1,54094,1
84883,54094,1,54024,1
84883,54024,1,54025,1
84883,54025,1,54026,1
84883,54026,1,54004,1
84883,54004,1,54005,1
84883,54005,1,54006,1
84883,54006,1,54012,1
84883,54012,1,54013,0
84883,54013,0,54014,0
84883,54014,0,54064,0
84883,54064,0,54065,1
84883,54065,1,54066,1
84883,54066,1,54048,1
84883,54048,1,54049,1
84883,54049,1,54050,1
84883,54050,1,54032,0
84883,54032,0,54033,1
84883,54033,1,54034,0
84889,86162,1,86173,1
84889,86173,1,54051,0
84889,54051,0,54011,1
84889,54011,1,54052,1
84889,54052,1,54053,1
84889,54053,1,54054,0
84964,86164,0,86146,1
84964,86146,1,86155,1
84964,86155,1,86161,1
84964,86161,1,86319,1
84964,86319,1,86349,1
84964,86349,1,86629,1
86567,86143,0,86153,1
86567,86153,1,86159,0
86567,86159,0,86140,0
86567,86140,0,86165,1
86567,86165,1,86149,1
86567,86149,1,86145,1
86567,86145,1,86786,1
86567,86786,1,54071,1
86567,54071,1,86551,1
87408,86208,0,86203,0
87408,86203,0,86209,1
87408,86209,1,86192,1
87408,86192,1,86202,1
87408,86202,1,86172,1
87408,86172,1,86140,1
87408,86140,1,87352,1
87408,87352,1,87319,1
87408,87319,1,87266,1
87408,87266,1,87327,1
87408,87327,1,87290,1
87408,87290,1,86586,1
87408,86586,1,85585,0
87408,85585,0,85593,1
87408,85593,1,85586,0
87408,85586,0,128655,0
87408,128655,0,85616,1
87408,85616,1,85578,1
87408,85578,1,85622,0
87408,85622,0,128670,1
87408,128670,1,85606,0
87408,85606,0,85580,1
87408,85580,1,51583,1
87408,51583,1,89755,0
87408,89755,0,89759,1
87408,89759,1,89711,1
87408,89711,1,89732,0
87408,89732,0,89724,1
87408,89724,1,89757,1
87408,89757,1,89667,1
87408,89667,1,89906,1
85028,54121,1,51596,1
85028,51596,1,84903,0
85028,84903,0,89713,0
85028,89713,0,89704,0
85028,89704,0,89737,0
85028,89737,0,89738,0
85028,89738,0,89709,0
85028,89709,0,89666,0
85028,89666,0,89926,0
85028,89926,0,89888,1
85028,89888,1,89911,1
85028,89911,1,89830,1
85028,89830,1,90398,1
85028,90398,1,90240,1
85028,90240,1,86448,0
85028,86448,0,86529,1
85028,86529,1,86315,0
85028,86315,0,86545,1
85028,86545,1,86331,0
85028,86331,0,86330,0
85028,86330,0,86359,1
85044,54122,0,54104,0
85044,54104,0,54162,0
85044,54162,0,54126,0
85044,54126,0,54135,0
85044,54135,0,51614,0
85044,51614,0,51599,1
85044,51599,1,58796,1
85044,58796,1,58789,1
85044,58789,1,89661,0
85044,89661,0,89669,1
85044,89669,1,89733,1
85044,89733,1,89747,1
85044,89747,1,89853,1
85044,89853,1,90642,1
85044,90642,1,90124,1
85044,90124,1,86328,0
85044,86328,0,86346,0
85044,86346,0,86342,0
85044,86342,0,86341,0
85044,86341,0,86311,0
85044,86311,0,86312,0
85044,86312,0,86525,0
85194,54129,1,58790,1
85194,58790,1,89739,0
85194,89739,0,89712,1
85194,89712,1,89664,1
85194,89664,1,89756,1
85194,89756,1,89859,0
85194,89859,0,89933,1
85194,89933,1,89881,1
85194,89881,1,89829,1
85194,89829,1,90515,0
85194,90515,0,90578,1
85194,90578,1,90419,1
85194,90419,1,90350,1
85194,90350,1,90179,1
85194,90179,1,86456,1
85194,86456,1,94684,0
85194,94684,0,94666,0
85194,94666,0,94590,0
85194,94590,0,94720,0
85194,94720,0,94714,1
85194,94714,1,94705,0
85194,94705,0,94587,1
85194,94587,1,107738,0
85194,107738,0,107739,1
85194,107739,1,107740,0
85194,107740,0,107741,0
85194,107741,0,107858,0
85194,107858,0,107859,0
85194,107859,0,90516,1
85194,90516,1,90517,1
85202,54149,0,54105,1
85202,54105,1,54129,1
85202,54129,1,54160,0
85202,54160,0,54120,1
85202,54120,1,51633,0
85202,51633,0,51579,1
85202,51579,1,51634,0
85202,51634,0,58788,1
85202,58788,1,58769,1
85202,58769,1,89661,0
85202,89661,0,89706,1
85202,89706,1,89722,0
85202,89722,0,84898,1
85202,84898,1,84908,1
85202,84908,1,84903,1
85202,84903,1,89905,1
85202,89905,1,90543,1
85202,90543,1,90158,1
85202,90158,1,86525,0
87994,86906,0,53689,1
87994,53689,1,53689,1
87994,53689,1,89731,0
87994,89731,0,84905,0
87994,84905,0,89722,1
87994,89722,1,89701,0
87994,89701,0,84889,1
87994,84889,1,89712,1
87994,89712,1,89755,1
87994,89755,1,89885,1
87994,89885,1,90706,0
87994,90706,0,90594,1
87994,90594,1,90353,0
87994,90353,0,90335,1
87994,90335,1,90392,1
87994,90392,1,90498,1
87994,90498,1,90231,0
87994,90231,0,90203,0
87994,90203,0,90127,1
87994,90127,1,90025,0
87994,90025,0,90201,1
87994,90201,1,90160,0
87994,90160,0,90019,1
87994,90019,1,90159,0
87994,90159,0,90007,0
87994,90007,0,90106,1
87994,90106,1,89980,1
87994,89980,1,90142,1
87994,90142,1,53797,0
87994,53797,0,53785,0
87994,53785,0,53777,1
87994,53777,1,58802,1
87994,58802,1,58812,1
87994,58812,1,86759,0
87994,86759,0,86738,0
87994,86738,0,86649,0
87994,86649,0,86737,1
87994,86737,1,86604,1
87994,86604,1,86574,1
87994,86574,1,90707,1
87994,90707,1,90708,1
87994,90708,1,90354,1
87994,90354,1,90355,1
87994,90355,1,90026,0
87994,90026,0,90027,1
87994,90027,1,90008,0
87994,90008,0,90009,0
88033,86863,0,53709,1
88033,53709,1,53709,1
88033,53709,1,84892,0
88033,84892,0,89726,0
88033,89726,0,84897,0
88033,84897,0,89667,0
88033,89667,0,89736,0
88033,89736,0,89720,0
88033,89720,0,84905,0
88033,84905,0,89882,0
88033,89882,0,89893,0
88033,89893,0,89949,0
88033,89949,0,89867,0
88033,89867,0,89864,1
88033,89864,1,89908,0
88033,89908,0,89857,0
88033,89857,0,90431,1
88033,90431,1,90085,1
88033,90085,1,86550,0
88033,86550,0,86440,1
88033,86440,1,86541,1
88033,86541,1,86540,1
88033,86540,1,86726,0
88033,86726,0,86739,1
88033,86739,1,86578,0
88033,86578,0,86606,1
88033,86606,1,86579,0
88033,86579,0,86610,1
88033,86610,1,86751,1
88069,86847,0,86892,1
88069,86892,1,86795,1
88069,86795,1,86790,1
88069,86790,1,71363,0
88069,71363,0,71341,0
88069,71341,0,71351,0
88069,71351,0,71367,0
88069,71367,0,71352,0
88069,71352,0,60128,0
88069,60128,0,60040,0
88069,60040,0,60055,0
88069,60055,0,60096,0
88069,60096,0,60124,0
88069,60124,0,87264,0
88069,87264,0,87330,0
88069,87330,0,87292,0
88069,87292,0,87277,0
88069,87277,0,87289,0
88069,87289,0,87314,1
88069,87314,1,87278,0
88069,87278,0,87322,1
88069,87322,1,87271,1
88069,87271,1,87301,1
88069,87301,1,58794,1
88069,58794,1,86540,1
88069,86540,1,53780,0
88069,53780,0,58817,1
88069,58817,1,53796,0
88069,53796,0,58814,0
88069,58814,0,58812,1
88070,86848,0,86798,0
88070,86798,0,86905,0
88070,86905,0,86843,0
88070,86843,0,86849,0
88070,86849,0,86881,0
88070,86881,0,86789,0
88070,86789,0,71342,1
88070,71342,1,51588,0
88070,51588,0,86554,1
88070,86554,1,53791,1
88072,86785,0,86889,0
88072,86889,0,86853,0
88072,86853,0,86843,1
88072,86843,1,86793,1
88072,86793,1,86858,0
88072,86858,0,86777,1
88072,86777,1,71341,0
88072,71341,0,71360,0
88072,71360,0,71345,0
88072,71345,0,71340,0
88072,71340,0,71366,0
88072,71366,0,71356,0
88072,71356,0,87324,0
88072,87324,0,87269,1
88072,87269,1,87301,1
88072,87301,1,87323,1
88072,87323,1,87365,1
88072,87365,1,87327,1
88072,87327,1,58782,0
88072,58782,0,51628,0
88072,51628,0,51580,1
88072,51580,1,51601,1
88072,51601,1,51636,1
88072,51636,1,86332,0
88072,86332,0,86353,0
88072,86353,0,86324,1
88072,86324,1,86326,1
88072,86326,1,86528,1
88072,86528,1,53782,0
88072,53782,0,58809,0
88072,58809,0,53796,0
88072,53796,0,58799,0
88072,58799,0,58811,0
88072,58811,0,53776,0
88072,53776,0,58800,1
88127,86895,0,86852,0
88127,86852,0,86801,0
88127,86801,0,86798,0
88127,86798,0,86902,0
88127,86902,0,86774,0
88127,86774,0,86836,0
88127,86836,0,86906,0
88127,86906,0,86884,0
88127,86884,0,86879,0
88127,86879,0,86862,0
88127,86862,0,86838,0
88127,86838,0,86778,0
88127,86778,0,86877,0
88127,86877,0,58674,0
88127,58674,0,58686,0
88127,58686,0,58718,0
88127,58718,0,58693,0
88127,58693,0,58688,0
88127,58688,0,54095,0
88127,54095,0,54059,0
88127,54059,0,54051,0
88127,54051,0,53999,0
88127,53999,0,54039,0
88127,54039,0,54007,0
88127,54007,0,54023,0
88127,54023,0,54071,0
88127,54071,0,54087,0
88127,54087,0,54015,0
88127,54015,0,54043,0
88127,54043,0,54083,0
88127,54083,0,54035,0
88127,54035,0,54099,0
88127,54099,0,54019,0
88127,54019,0,54047,0
88127,54047,0,53983,0
88127,53983,0,54067,0
88127,54067,0,54003,0
88127,54003,0,53987,0
88127,53987,0,54063,0
88127,54063,0,58798,0
88127,58798,0,54096,1
88127,54096,1,54097,1
88127,54097,1,54098,1
88127,54098,1,54060,1
88127,54060,1,54061,0
88127,54061,0,54062,0
88127,54062,0,54052,0
88127,54052,0,54053,0
88127,54053,0,54054,0
88127,54054,0,54000,0
88127,54000,0,54001,0
88127,54001,0,54002,0
88127,54002,0,54040,0
88127,54040,0,54041,0
88127,54041,0,54042,0
88127,54042,0,54008,0
88127,54008,0,54009,0
88127,54009,0,54010,0
88127,54010,0,54024,0
88127,54024,0,54025,0
88127,54025,0,54026,0
88127,54026,0,54072,0
88127,54072,0,54073,0
88127,54073,0,54074,0
88127,54074,0,54088,0
88127,54088,0,54089,0
88127,54089,0,54090,0
88127,54090,0,54016,0
88127,54016,0,54017,0
88127,54017,0,54018,0
88127,54018,0,54044,0
88127,54044,0,54045,0
88127,54045,0,54046,0
88127,54046,0,54084,0
88127,54084,0,54085,0
88127,54085,0,54086,0
88127,54086,0,54036,0
88127,54036,0,54037,0
88127,54037,0,54038,0
88127,54038,0,54100,0
88127,54100,0,54101,0
88127,54101,0,54102,0
88127,54102,0,54020,0
88127,54020,0,54021,0
88127,54021,0,54022,0
88127,54022,0,54048,0
88127,54048,0,54049,0
88127,54049,0,54050,0
88127,54050,0,53984,0
88127,53984,0,53985,0
88127,53985,0,53986,0
88127,53986,0,54068,0
88127,54068,0,54069,0
88127,54069,0,54070,0
88127,54070,0,54004,0
88127,54004,0,54005,0
88127,54005,0,54006,0
88127,54006,0,53988,0
88127,53988,0,53989,0
88127,53989,0,53990,0
88127,53990,0,54064,0
88127,54064,0,54065,0
88127,54065,0,54066,0
88130,86878,0,86907,0
88130,86907,0,86850,0
88130,86850,0,86790,1
88130,86790,1,86855,0
88130,86855,0,86858,0
88130,86858,0,86892,1
88130,86892,1,86799,1
88130,86799,1,86784,1
88130,86784,1,86844,1
88130,86844,1,58697,0
88130,58697,0,58721,0
88130,58721,0,58716,0
88130,58716,0,58668,0
88130,58668,0,58709,1
88130,58709,1,58695,0
88130,58695,0,58688,0
88130,58688,0,58706,0
88130,58706,0,58718,0
88130,58718,0,58701,1
88130,58701,1,58705,1
88130,58705,1,58719,1
88130,58719,1,88539,0
88130,88539,0,88507,0
88130,88507,0,88620,1
88130,88620,1,88590,0
88130,88590,0,88500,1
88130,88500,1,88521,1
88130,88521,1,88605,0
88130,88605,0,88512,1
88130,88512,1,88616,1
88130,88616,1,88556,1
88130,88556,1,88502,1
88130,88502,1,88520,1
88130,88520,1,54011,0
88130,54011,0,54099,0
88130,54099,0,54055,0
88130,54055,0,53991,0
88130,53991,0,54051,0
88130,54051,0,53999,0
88130,53999,0,54075,0
88130,54075,0,54043,0
88130,54043,0,54023,0
88130,54023,0,53983,0
88130,53983,0,54083,0
88130,54083,0,53995,0
88130,53995,0,54071,0
88130,54071,0,54031,0
88130,54031,0,54019,0
88130,54019,0,54079,0
88130,54079,0,54087,0
88130,54087,0,54067,0
88130,54067,0,54015,0
88130,54015,0,54027,0
88130,54027,0,53987,0
88130,53987,0,54007,0
88130,54007,0,54091,0
88130,54091,0,54003,0
88130,54003,0,54047,0
88130,54047,0,54059,0
88130,54059,0,54035,1
88130,54035,1,54095,1
88130,54095,1,54039,1
88130,54039,1,53776,1
88130,53776,1,58814,1
